""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"OFFSET"	"COLOR"	"PARTNERAGE"
"Gökhem.Gökhem1"	"St-11657"	"Gökhem"	58.1833	13.4	2100	"Kiel DB 2013"	0.05	"#3058e5"	4750
"Gökhem 17.Gökhem 17"	"AAR-9991"	"Gökhem 17"	58.1833	13.4	5060	"Kiel DB 2013"	-0.05	"#FF3300"	4880
"Gökhem 17.Gökhem 171"	"AAR-9992"	"Gökhem 17"	58.1833	13.4	4880	"Kiel DB 2013"	0.05	"#3058e5"	5060
"Gökhem 31.Gökhem 31"	"GrA-14299"	"Gökhem 31"	58.1833	13.4	4870	"Kiel DB 2013"	-0.05	"#FF3300"	4870
"Gökhem 31.Gökhem 311"	"GrA-14299"	"Gökhem 31"	58.1833	13.4	4870	"Kiel DB 2013"	0.05	"#3058e5"	4870
"Gökhem 71"	"Ua-68"	"Gökhem 71"	58.1833	13.4	4330	"Kiel DB 2013"	0.05	"#3058e5"	4330
"Gökhem 72"	"Ua-66"	"Gökhem 72"	58.1833	13.4	4210	"Kiel DB 2013"	0.05	"#3058e5"	4210
"Gökhem 79"	"Ua-67"	"Gökhem 79"	58.1833	13.4	5080	"Kiel DB 2013"	0.05	"#3058e5"	5080
"Gökhem 94:1.Gökhem 94:1"	"GrA-17896"	"Gökhem 94:1"	58.1833	13.4	5120	"Kiel DB 2013"	-0.05	"#FF3300"	3930
"Gökhem 94:1.Gökhem 94:11"	"GrA-17897"	"Gökhem 94:1"	58.1833	13.4	3930	"Kiel DB 2013"	0.05	"#3058e5"	5120
"Goldcliff.Goldcliff"	"OxA-6682"	"Goldcliff"	51.5328	-2.9199	6170	"CBA Radiocarbon Index"	-0.05	"#FF3300"	6170
"Goldcliff.Goldcliff1"	"OxA-6682"	"Goldcliff"	51.5328	-2.9199	6170	"CBA Radiocarbon Index"	0.05	"#3058e5"	6170
"Goldcliff West"	"GU-2759"	"Goldcliff West"	51.5328	-2.9228	7350	"Ashmore, 2004"	0.05	"#3058e5"	7350
"Goljamata Pestera"	"Bln-2112"	"Goljamata Pestera"	42.083	22.8	6730	"Görsdorf 1996"	0.05	"#3058e5"	6730
"Goljamo Delcevo.Goljamo Delcevo"	"Bln-925"	"Goljamo Delcevo"	43	27.4166	6780	"Görsdorf 1996"	-0.05	"#FF3300"	6310
"Goljamo Delcevo.Goljamo Delcevo1"	"Bln-921"	"Goljamo Delcevo"	43	27.4166	6310	"Görsdorf 1996"	0.05	"#3058e5"	6780
"Golokut .Golokut "	"OxA-8616"	"Golokut "	45.1623	19.8073	7480	"Biagi 2005"	-0.05	"#FF3300"	7420
"Golokut .Golokut 1"	"OxA-8695"	"Golokut "	45.1623	19.8073	7420	"Biagi 2005"	0.05	"#3058e5"	7480
"Gomolava.Gomolava"	"GrN-13165"	"Gomolava"	44.8883	19.7481	6910	"Waterbolk 1988"	-0.05	"#FF3300"	4720
"Gomolava.Gomolava1"	" OxA-21132"	"Gomolava"	44.8883	19.7481	4720	"Orton 2012"	0.05	"#3058e5"	6910
"Gomolova"	"GrN-13168"	"Gomolova"	44.8833	19.75	5030	"Stadler 2001"	0.05	"#3058e5"	5030
"Gondenans-lès-Montby"	"Ly-335"	"Gondenans-lès-Montby"	47.4333	6.45	6260	"Breunig 1987, 177"	0.05	"#3058e5"	6260
"Gongehusvej.Gongehusvej"	"K-515"	"Gongehusvej"	55.5145	12.3038	7710	"Sørensen 1996"	-0.05	"#FF3300"	3440
"Gongehusvej.Gongehusvej1"	"K-5106"	"Gongehusvej"	55.5145	12.3038	3440	""	0.05	"#3058e5"	7710
"Gonvillars, Grotte de la Baume de Gonvillars.Gonvillars, Grotte de la Baume de Gonvillars"	"Gif-468"	"Gonvillars, Grotte de la Baume de Gonvillars"	47.55	6.6333	6150	"Breunig 1987, 177"	-0.05	"#FF3300"	5750
"Gonvillars, Grotte de la Baume de Gonvillars.Gonvillars, Grotte de la Baume de Gonvillars1"	"Ly-466"	"Gonvillars, Grotte de la Baume de Gonvillars"	48.8333	0.05	5750	"Breunig 1987, 178"	0.05	"#3058e5"	6150
"Goodland"	"UB-320E"	"Goodland"	55.204	-6.1164	5240	"D200413"	0.05	"#3058e5"	5240
"Gornea"	"BM-1124"	"Gornea"	44.6666	21.6666	6690	"Borić 2009"	0.05	"#3058e5"	6690
"Gornja Tuzla "	"GrN-1974"	"Gornja Tuzla "	44.56	18.76	6370	"Waterbolk 1963"	0.05	"#3058e5"	6370
"Gorodsk.Gorodsk"	"GrN-5090"	"Gorodsk"	50.23	29.1	5190	"Lazarovici 2010"	-0.05	"#FF3300"	5160
"Gorodsk.Gorodsk1"	"Ki-6752"	"Gorodsk"	50.23	29.1	5160	"Lazarovici 2010"	0.05	"#3058e5"	5190
"Gorodsk "	"GrN-5099"	"Gorodsk "	50.23	29.1	5190	"Telegin 2003"	0.05	"#3058e5"	5190
"Gorsey Bigbury.Gorsey Bigbury"	"BM-1089"	"Gorsey Bigbury"	51.3333	-2.75	4160	"BM Datelist XI"	-0.05	"#FF3300"	3920
"Gorsey Bigbury.Gorsey Bigbury1"	"BM-1087"	"Gorsey Bigbury"	51.3333	-2.75	3920	"BM Datelist XI"	0.05	"#3058e5"	4160
"Görzig-Reinsdorf"	"KN-4896"	"Görzig-Reinsdorf"	51.6743	11.9878	4740	"Müller 1999, 83"	0.05	"#3058e5"	4740
"Gorzsa.Gorzsa"	"PoZ-7973"	"Gorzsa"	46.319	20.2874	7030	"Gulyas 2010"	-0.05	"#FF3300"	6360
"Gorzsa.Gorzsa1"	"Deb-1389"	"Gorzsa"	46.319	20.2874	6360	"Yerkes 2009"	0.05	"#3058e5"	7030
"Gospodska pecina C"	"Z-579"	"Gospodska pecina C"	44.0313	16.3944	7830	"Müller 1991, 354"	0.05	"#3058e5"	7830
"Göteborg"	"St-3345"	"Göteborg"	57.7	11.9167	4020	"Kiel DB 2013"	0.05	"#3058e5"	4020
"Göttingen/Hagenberg"	"H-1534/1027"	"Göttingen/Hagenberg"	51.533	9.933	7320	"Breunig 128"	0.05	"#3058e5"	7320
"Göttingen, Walkemühle"	"H-1899/1381"	"Göttingen, Walkemühle"	51.5235	9.928	3630	"Breunig 1987, 188"	0.05	"#3058e5"	3630
"Gough's Cave.Gough's Cave"	"BM-525"	"Gough's Cave"	51.2667	-2.75	10200	"Meiklejohn 2011"	-0.05	"#FF3300"	10200
"Gough's Cave.Gough's Cave1"	"BM-525"	"Gough's Cave"	51.2667	-2.75	10200	"Meiklejohn 2011"	0.05	"#3058e5"	10200
"Grabrovac.Grabrovac"	"Z-2740"	"Grabrovac"	45.2928	45.2928	3940	"Obelic 2002"	-0.05	"#FF3300"	3450
"Grabrovac.Grabrovac1"	"Z-2741"	"Grabrovac"	45.2928	45.2928	3450	"Obelic 2002"	0.05	"#3058e5"	3940
"Grai Resh.Grai Resh"	"P-468"	"Grai Resh"	36.21	41.46	5720	"Stuckenrath 1963, 85"	-0.05	"#FF3300"	5720
"Grai Resh.Grai Resh1"	"P-468"	"Grai Resh"	36.21	41.46	5720	"Stuckenrath 1963, 85"	0.05	"#3058e5"	5720
"Gramari.Gramari"	"KN-1389"	"Gramari"	44.01	5.22	10250	"van Willigen 2006"	-0.05	"#FF3300"	7060
"Gramari.Gramari1"	"Gif-264"	"Gramari"	44.01	5.22	7060	""	0.05	"#3058e5"	10250
"Gramsbergen I"	"GrN-7793"	"Gramsbergen I"	52.6167	6.6833	10510	"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125."	0.05	"#3058e5"	10510
"Grand Marais.Grand Marais"	"Gif-4084"	"Grand Marais"	49.5333	3.8	8200	""	-0.05	"#FF3300"	6240
"Grand Marais.Grand Marais1"	"Gif-4082"	"Grand Marais"	49.5333	3.8	6240	""	0.05	"#3058e5"	8200
"Gräne"	"St-7361"	"Gräne"	57.8	18.5667	7410	"Kiel DB 2013"	0.05	"#3058e5"	7410
"Grange.Grange"	"OxA-2761"	"Grange"	53.7166	-8.2	3950	"Oxford Datelist"	-0.05	"#FF3300"	3950
"Grange.Grange1"	"OxA-2761"	"Grange"	53.7166	-8.2	3950	"Oxford Datelist"	0.05	"#3058e5"	3950
"Grassington"	"Q-141"	"Grassington"	54.0717	-1.8747	7330	"CBA Radiocarbon Index"	0.05	"#3058e5"	7330
"Graves"	"Gif-5318"	"Graves"	44.7167	1.3	11450	""	0.05	"#3058e5"	11450
"Grebenyukuuv yar.Grebenyukuuv yar"	"Ki-6673"	"Grebenyukuuv yar"	48.6002	30.5767	7020	"Telegin 2003"	-0.05	"#FF3300"	6890
"Grebenyukuuv yar.Grebenyukuuv yar1"	"Ki-6672"	"Grebenyukuuv yar"	48.6002	30.5767	6890	"Telegin 2003"	0.05	"#3058e5"	7020
"Greenham Dairy Farm.Greenham Dairy Farm"	"Q-973"	"Greenham Dairy Farm"	51.4049	-1.3185	9860	"CBA Radiocarbon Index"	-0.05	"#FF3300"	9130
"Greenham Dairy Farm.Greenham Dairy Farm1"	"OxA-956"	"Greenham Dairy Farm"	51.4049	-1.3185	9130	"CBA Radiocarbon Index"	0.05	"#3058e5"	9860
"Greifensee-Storen.Greifensee-Storen"	"UCLA-1825"	"Greifensee-Storen"	47.36	8.68	5830	"Breunig 1987, 203"	-0.05	"#FF3300"	5830
"Greifensee-Storen.Greifensee-Storen1"	"UCLA-1825"	"Greifensee-Storen"	47.36	8.68	5830	"Breunig 1987, 203"	0.05	"#3058e5"	5830
"Grenovka.Grenovka"	"Ki-6682"	"Grenovka"	53.25	50.09	6600	"Telegin 2003"	-0.05	"#FF3300"	6600
"Grenovka.Grenovka1"	"Ki-6682"	"Grenovka"	53.25	50.09	6600	"Telegin 2003"	0.05	"#3058e5"	6600
"Greußen"	"Ki-4146"	"Greußen"	51.2167	3.4973	4120	"Müller 1999, 83"	0.05	"#3058e5"	4120
"Gribbylund"	"Beta-63329"	"Gribbylund"	59.4651	18.0867	4470	"Kiel DB 2013"	0.05	"#3058e5"	4470
"Gricignano.Gricignano"	"CIRCE-DSH-126"	"Gricignano"	40.979	14.246	4470	"Passariello 2010"	-0.05	"#FF3300"	4470
"Gricignano.Gricignano1"	"CIRCE-DSH-126"	"Gricignano"	40.979	14.246	4470	"Passariello 2010"	0.05	"#3058e5"	4470
"Griedel"	"H-923/1122"	"Griedel"	50.4397	8.7048	1450	"Breunig 1987, 129"	0.05	"#3058e5"	1450
"Grimes Graves.Grimes Graves"	"BM-87"	"Grimes Graves"	52.4274	0.6447	4850	"BM Datelist III"	-0.05	"#FF3300"	3540
"Grimes Graves.Grimes Graves1"	"BM-109"	"Grimes Graves"	52.4274	0.6447	3540	"Radon 2013"	0.05	"#3058e5"	4850
"Grisby.Grisby"	"K-5382"	"Grisby"	55.117	15.15	5530	""	-0.05	"#FF3300"	5460
"Grisby.Grisby1"	"K-5529"	"Grisby"	55.117	15.15	5460	""	0.05	"#3058e5"	5530
"Gritille.Gritille"	"GrN-15252"	"Gritille"	37.54	38.56	9890	"Thissen 2002a, 314"	-0.05	"#FF3300"	4400
"Gritille.Gritille1"	"Beta-6318"	"Gritille"	37.54	38.56	4400	"--"	0.05	"#3058e5"	9890
"Grivac.Grivac"	"Bln-870"	"Grivac"	43.9845	20.5868	7220	"Bogdanović  2004"	-0.05	"#FF3300"	6410
"Grivac.Grivac1"	"Z-1507"	"Grivac"	43.9845	20.5868	6410	"Borić 2009"	0.05	"#3058e5"	7220
"Grødbygård.Grødbygård"	"AAR-2396"	"Grødbygård"	55.0387	14.9427	4750	"Kiel DB 3647"	-0.05	"#FF3300"	4410
"Grødbygård.Grødbygård1"	"K-5375"	"Grødbygård"	55.0387	14.9427	4410	"Nielsen, P.O. 1997, 201"	0.05	"#3058e5"	4750
"Gródek Nadbuzny.Gródek Nadbuzny"	"Gd-2160"	"Gródek Nadbuzny"	50.7998	23.9483	5760	""	-0.05	"#FF3300"	5540
"Gródek Nadbuzny.Gródek Nadbuzny1"	"KN-1243"	"Gródek Nadbuzny"	50.7998	23.9483	5540	"Breunig 1987, 159"	0.05	"#3058e5"	5760
"Gródek, Site 1C.Gródek, Site 1C"	"Gd-2160"	"Gródek, Site 1C"	50.7997	23.9484	5760	"Jastrzebski 1989"	-0.05	"#FF3300"	5470
"Gródek, Site 1C.Gródek, Site 1C1"	"Gd-1918"	"Gródek, Site 1C"	50.7997	23.9484	5470	"Jastrzebski 1989"	0.05	"#3058e5"	5760
"Grognon.Grognon"	"Lv-2211"	"Grognon"	50.4667	4.8667	8900	"Gilot, 1997"	-0.05	"#FF3300"	8900
"Grognon.Grognon1"	"Lv-2211"	"Grognon"	50.4667	4.8667	8900	"Gilot, 1997"	0.05	"#3058e5"	8900
"Gröna, Lettenbruch"	"Hd-18825"	"Gröna, Lettenbruch"	51.7667	4.1466	4090	"Müller 1999, 83"	0.05	"#3058e5"	4090
"Gröninge.Gröninge"	"GrA-12570"	"Gröninge"	57.9167	16.368	3150	"Kiel DB 2013"	-0.05	"#FF3300"	3150
"Gröninge.Gröninge1"	"GrA-12570"	"Gröninge"	57.9167	16.368	3150	"Kiel DB 2013"	0.05	"#3058e5"	3150
"Groningen.Groningen"	"GrN-29189"	"Groningen"	53.2147	6.569	9120	"Niekus 2005/2006"	-0.05	"#FF3300"	8790
"Groningen.Groningen1"	"GrN-29188"	"Groningen"	53.2147	6.569	8790	"Niekus 2005/2006"	0.05	"#3058e5"	9120
"Grootegast-Niekerk.Grootegast-Niekerk"	"GrN-24745"	"Grootegast-Niekerk"	53.217	6.3694	7130	"Niekus 2005/2006"	-0.05	"#FF3300"	7050
"Grootegast-Niekerk.Grootegast-Niekerk1"	"GrN-24436"	"Grootegast-Niekerk"	53.217	6.3694	7050	"Niekus 2005/2006"	0.05	"#3058e5"	7130
"GroßÃ¶rner"	"Bln-1346"	"GroßÃ¶rner"	51.6167	4.1405	4710	"Kiel DB 2477"	0.05	"#3058e5"	4710
"Groß-Bieberau, Galgenberg"	"Hv-17906"	"Groß-Bieberau, Galgenberg"	49.8062	8.7989	7020	"Kiel DB 2478"	0.05	"#3058e5"	7020
"Großbrembach"	"Ki-4147"	"Großbrembach"	51.1167	11.3167	4350	"Müller 1999, 83"	0.05	"#3058e5"	4350
"Großeibstadt I"	"Ki-3810"	"Großeibstadt I"	50.3	10.4167	5190	"Kiel DB 2480"	0.05	"#3058e5"	5190
"Großeneder"	"Hd-17024"	"Großeneder"	51.55	9.15	4860	"Raetzel-Fabian 1997, 166 Tab. 45"	0.05	"#3058e5"	4860
"Großenrode I.Großenrode I"	"Hv-15767"	"Großenrode I"	51.6687	9.9062	5050	"Heege 1992, 60"	-0.05	"#FF3300"	5050
"Großenrode I.Großenrode I1"	"Hv-15767"	"Großenrode I"	51.6687	9.9062	5050	"Heege 1992, 60"	0.05	"#3058e5"	5050
"Großenrode II.Großenrode II"	"Hv-17491"	"Großenrode II"	51.6687	9.9062	5380	"Heege 1992, 60-65"	-0.05	"#FF3300"	4610
"Großenrode II.Großenrode II1"	"Hv-17634"	"Großenrode II"	51.6687	9.9062	4610	"Heege 1992, 60-65"	0.05	"#3058e5"	5380
"Gross Fredenwalde.Gross Fredenwalde"	"OxA-3698"	"Gross Fredenwalde"	52.6333	13.8167	8200	"Oxford Date List 19"	-0.05	"#FF3300"	8200
"Gross Fredenwalde.Gross Fredenwalde1"	"OxA-3698"	"Gross Fredenwalde"	52.6333	13.8167	8200	"Oxford Date List 19"	0.05	"#3058e5"	8200
"Groß Upahl.Groß Upahl"	"UZ-4088"	"Groß Upahl"	53.723	12.042	5120	"Terberger and Piek 1997, 10"	-0.05	"#FF3300"	5120
"Groß Upahl.Groß Upahl1"	"ETH-4088"	"Groß Upahl"	53.723	12.042	5120	"Kiel DB 2469"	0.05	"#3058e5"	5120
"Groß Vahlberg \"Mühlenberg\".Groß Vahlberg \"Mühlenberg\""	"KIA-35990"	"Groß Vahlberg \"Mühlenberg\""	52.1325	10.7054	5690	"Kiel DB 2473"	-0.05	"#FF3300"	5520
"Groß Vahlberg \"Mühlenberg\".Groß Vahlberg \"Mühlenberg\"1"	"KIA-35988"	"Groß Vahlberg \"Mühlenberg\""	52.1325	10.7054	5520	"Kiel DB 2471"	0.05	"#3058e5"	5690
"Groß Weißandt.Groß Weißandt"	"Hd-19328"	"Groß Weißandt"	51.6667	12.0667	4080	"Kiel DB 2474"	-0.05	"#FF3300"	3950
"Groß Weißandt.Groß Weißandt1"	"Hd-19346"	"Groß Weißandt"	51.6667	12.0667	3950	"Müller 1999, 83"	0.05	"#3058e5"	4080
"Großwirschleben, Galgenhügel"	"Hd-18799"	"Großwirschleben, Galgenhügel"	51.7333	4.1466	5520	"Müller 2001, 83"	0.05	"#3058e5"	5520
"Grotta Aisone"	"R-95"	"Grotta Aisone"	44.3166	7.2166	6630	"Rome Datelist III"	0.05	"#3058e5"	6630
"Grotta Benussi.Grotta Benussi"	"R-1045"	"Grotta Benussi"	45.7766	13.6928	9390	"Biagi 2002"	-0.05	"#FF3300"	7880
"Grotta Benussi.Grotta Benussi1"	"R-1043"	"Grotta Benussi"	45.7766	13.6928	7880	"Biagi 2002"	0.05	"#3058e5"	9390
"Grotta dei Ciclami.Grotta dei Ciclami"	"R-1040a"	"Grotta dei Ciclami"	45.7066	13.8186	7230	"Rome Datelist XVI"	-0.05	"#FF3300"	4700
"Grotta dei Ciclami.Grotta dei Ciclami1"	"R-1037"	"Grotta dei Ciclami"	45.7066	13.8186	4700	"Rome Datelist XVI"	0.05	"#3058e5"	7230
"Grotta del Guano, Oliena.Grotta del Guano, Oliena"	"R-609a"	"Grotta del Guano, Oliena"	40.2874	9.5077	5650	"Rome Datelist IX"	-0.05	"#FF3300"	5450
"Grotta del Guano, Oliena.Grotta del Guano, Oliena1"	"R-1785"	"Grotta del Guano, Oliena"	40.2874	9.5077	5450	"--"	0.05	"#3058e5"	5650
"Grotta dell'Acqua Calda"	"R-677"	"Grotta dell'Acqua Calda"	39.1766	8.755	4030	"Rome Datelist VIII"	0.05	"#3058e5"	4030
"Grotta della Madonna.Grotta della Madonna"	"R-288A"	"Grotta della Madonna"	39.8953	15.7863	11200	"Rome Datelist V"	-0.05	"#FF3300"	5480
"Grotta della Madonna.Grotta della Madonna1"	"R-189?"	"Grotta della Madonna"	39.8953	15.7863	5480	"--"	0.05	"#3058e5"	11200
"Grotta dell Edera.Grotta dell Edera"	"Mc-2333"	"Grotta dell Edera"	44.32	8.47	7390	"van Willigen 2006"	-0.05	"#FF3300"	7390
"Grotta dell Edera.Grotta dell Edera1"	"Mc-2333"	"Grotta dell Edera"	44.32	8.47	7390	"van Willigen 2006"	0.05	"#3058e5"	7390
"Grotta dell'orso"	"R-676"	"Grotta dell'orso"	42.9902	11.8688	6950	"Rome Datelist X"	0.05	"#3058e5"	6950
"Grotta dell'Uzzo.Grotta dell'Uzzo"	"P-2558"	"Grotta dell'Uzzo"	38.0937	12.7324	10490	"--"	-0.05	"#FF3300"	7580
"Grotta dell'Uzzo.Grotta dell'Uzzo1"	"UD-165"	"Grotta dell'Uzzo"	38.0937	12.7324	7580	"Müller 1991, 354"	0.05	"#3058e5"	10490
"Grotta del Mitreo.Grotta del Mitreo"	"R-904a"	"Grotta del Mitreo"	45.7833	13.5221	6570	"--"	-0.05	"#FF3300"	6570
"Grotta del Mitreo.Grotta del Mitreo1"	"R-904"	"Grotta del Mitreo"	45.7833	13.5221	6570	"Müller 1991, 354"	0.05	"#3058e5"	6570
"Grotta del Pertusello.Grotta del Pertusello"	"R-122"	"Grotta del Pertusello"	44.1	7.9877	5360	"Rome Datelist II"	-0.05	"#FF3300"	5040
"Grotta del Pertusello.Grotta del Pertusello1"	"R-155"	"Grotta del Pertusello"	44.1	7.9877	5040	"Rome Datelist II"	0.05	"#3058e5"	5360
"Grotta del Romito"	"R-223"	"Grotta del Romito"	39.8699	15.9064	7340	"Rome Datelist IV"	0.05	"#3058e5"	7340
"Grottan.Grottan"	"Ua-3543"	"Grottan"	57.7422	18.4074	5440	"Kiel DB 2013"	-0.05	"#FF3300"	5440
"Grottan.Grottan1"	"Ua-3543"	"Grottan"	57.7422	18.4074	5440	"Kiel DB 2013"	0.05	"#3058e5"	5440
"Grotta Pollera.Grotta Pollera"	"Mc-1148"	"Grotta Pollera"	44.7	8.04	7730	"Manen 2003"	-0.05	"#FF3300"	6860
"Grotta Pollera.Grotta Pollera1"	"Mc-758"	"Grotta Pollera"	44.7	8.04	6860	"Tinè 1974, 52"	0.05	"#3058e5"	7730
"Grotta Romanelli.Grotta Romanelli"	"GrN-2154"	"Grotta Romanelli"	40.0166	18.4	11200	"--"	-0.05	"#FF3300"	10170
"Grotta Romanelli.Grotta Romanelli1"	"R-54"	"Grotta Romanelli"	40.0166	18.4	10170	"Rome Datelist III"	0.05	"#3058e5"	11200
"Grotte Borbon.Grotte Borbon"	"Ly-412"	"Grotte Borbon"	43.9	4.4833	6930	"Lyon Datelist IV"	-0.05	"#FF3300"	6080
"Grotte Borbon.Grotte Borbon1"	"Ly-633"	"Grotte Borbon"	43.9	4.4833	6080	"Lyon Datelist IV"	0.05	"#3058e5"	6930
"Grotte de Chazelles"	"Lv-365"	"Grotte de Chazelles"	44.32	4.21	6470	"van Willigen 2006"	0.05	"#3058e5"	6470
"Grotte de Eglise.Grotte de Eglise"	"Gif-1333"	"Grotte de Eglise"	43.75	6.15	6270	"van Willigen 2006"	-0.05	"#FF3300"	6270
"Grotte de Eglise.Grotte de Eglise1"	"Gif-1333"	"Grotte de Eglise"	43.75	6.15	6270	"van Willigen 2006"	0.05	"#3058e5"	6270
"Grotte de'El Harhoura"	"UQ-1601 "	"Grotte de'El Harhoura"	33.8749	-6.8322	6620	"van Willigen 2006"	0.05	"#3058e5"	6620
"Grotte de Fauroux"	"GrA-38080"	"Grotte de Fauroux"	44.75	-0.18	5800	"Bosset 2010"	0.05	"#3058e5"	5800
"Grotte de l'Abbe Pialat"	"Mc-1290"	"Grotte de l'Abbe Pialat"	43.44	3.75	6950	"van Willigen 2006"	0.05	"#3058e5"	6950
"Grotte de l'Abeurador"	"Mc-2145"	"Grotte de l'Abeurador"	43.47	2.83	7150	"Linstädter 2004"	0.05	"#3058e5"	7150
"Grotte de l'Aigle.Grotte de l'Aigle"	"Mc-1251"	"Grotte de l'Aigle"	44.26	4.37	6930	"van Willigen 2006"	-0.05	"#FF3300"	6930
"Grotte de l'Aigle.Grotte de l'Aigle1"	"Mc-1251"	"Grotte de l'Aigle"	44.26	4.37	6930	"van Willigen 2006"	0.05	"#3058e5"	6930
"Grotte de la Martina"	"Lv-2001"	"Grotte de la Martina"	50.6197	3.7508	8240	"Gilot, 1997; Dewez e.a., 1995"	0.05	"#3058e5"	8240
"Grotte de Latronico.Grotte de Latronico"	"R-446"	"Grotte de Latronico"	40.2545	16.323	8430	"--"	-0.05	"#FF3300"	8210
"Grotte de Latronico.Grotte de Latronico1"	"R-447"	"Grotte de Latronico"	40.2545	16.323	8210	"Gehlen 2010"	0.05	"#3058e5"	8430
"Grotte de la Vieille Eglise"	"CRG-539"	"Grotte de la Vieille Eglise"	45.9	6.28	7150	"van Willigen 2006"	0.05	"#3058e5"	7150
"Grotte d'El Heriga"	"Gif-6186"	"Grotte d'El Heriga"	34.33	-2.01	5290	"van Willigen 2006"	0.05	"#3058e5"	5290
"Grotte dell Corbeddu.Grotte dell Corbeddu"	"UtC-1251"	"Grotte dell Corbeddu"	40.27	9.4	7560	"van Willigen 2006"	-0.05	"#FF3300"	7390
"Grotte dell Corbeddu.Grotte dell Corbeddu1"	"UtC-15/233"	"Grotte dell Corbeddu"	40.27	9.4	7390	"van Willigen 2006"	0.05	"#3058e5"	7560
"Grotte de Montou"	"Ly-8175"	"Grotte de Montou"	42.66	2.68	5830	"van Willigen 2006"	0.05	"#3058e5"	5830
"Grotte de Moulin"	"Ly-?"	"Grotte de Moulin"	42.98	0.58	9630	"van Willigen 2006"	0.05	"#3058e5"	9630
"Grotte d' Engis"	"SN (h)"	"Grotte d' Engis"	51.4082	4.9943	6370	"Gilot, 1997; Jeukenne, 1959; Stockmans, 1960"	0.05	"#3058e5"	6370
"Grotte d'Engorner"	"Gif-3787"	"Grotte d'Engorner"	42.8	2.49	5280	"van Willigen 2006"	0.05	"#3058e5"	5280
"Grotte de Remouchamps"	"Lv-535"	"Grotte de Remouchamps"	50.7653	2.8358	12170	"Gilot, 1997; Gilot & Capron, 1973; Dewez e.a., 1974"	0.05	"#3058e5"	12170
"Grotte de Saint Marcel"	"Mc-2376"	"Grotte de Saint Marcel"	44.33	4.53	7250	"van Willigen 2006"	0.05	"#3058e5"	7250
"Grotte des Fieux"	"Gif-1807"	"Grotte des Fieux"	44.85	1.7	10750	"van Willigen 2006"	0.05	"#3058e5"	10750
"Grotte des Sarrazins.Grotte des Sarrazins"	"Lv-1506"	"Grotte des Sarrazins"	50.4092	4.5855	10270	"Gilot, 1997"	-0.05	"#FF3300"	10270
"Grotte des Sarrazins.Grotte des Sarrazins1"	"Lv-1506"	"Grotte des Sarrazins"	50.4092	4.5855	10270	"Gilot, 1997"	0.05	"#3058e5"	10270
"Grotte du Cap Ragnon.Grotte du Cap Ragnon"	"Mc-500B"	"Grotte du Cap Ragnon"	43.37	5.26	8470	"van Willigen 2006"	-0.05	"#FF3300"	8470
"Grotte du Cap Ragnon.Grotte du Cap Ragnon1"	"Mc-500B"	"Grotte du Cap Ragnon"	43.37	5.26	8470	"van Willigen 2006"	0.05	"#3058e5"	8470
"Grotte du Coleoptere"	"OxA-3636"	"Grotte du Coleoptere"	50.3667	5.5333	5440	" "	0.05	"#3058e5"	5440
"Grotte du Coléoptère"	"Lv-718"	"Grotte du Coléoptère"	50.3833	5.5333	7830	"Gilot, 1997; Dewez, 1982; Gilot, 1983; Dewez, 1987; Dewez, 1992"	0.05	"#3058e5"	7830
"Grotte du Mourre"	"ETH-26417"	"Grotte du Mourre"	43.64	5.64	7230	"van Willigen 2006"	0.05	"#3058e5"	7230
"Grotte d'Unang"	"nd"	"Grotte d'Unang"	44.01	5.17	6900	"Linstädter 2004"	0.05	"#3058e5"	6900
"Grotte Dunang.Grotte Dunang"	"Gif-"	"Grotte Dunang"	44.01	5.17	7660	"van Willigen 2006"	-0.05	"#FF3300"	5980
"Grotte Dunang.Grotte Dunang1"	"Gif-303"	"Grotte Dunang"	44.01	5.17	5980	"van Willigen 2006"	0.05	"#3058e5"	7660
"Grotte du Renne, Arcy-sur-Cure.Grotte du Renne, Arcy-sur-Cure"	"CAR-1525"	"Grotte du Renne, Arcy-sur-Cure"	47.617	3.865	8270	""	-0.05	"#FF3300"	7960
"Grotte du Renne, Arcy-sur-Cure.Grotte du Renne, Arcy-sur-Cure1"	"ICFN-899"	"Grotte du Renne, Arcy-sur-Cure"	47.617	3.865	7960	""	0.05	"#3058e5"	8270
"Grotte du Rhafas"	"Gif-6185"	"Grotte du Rhafas"	34.52	-1.83	5960	"van Willigen 2006"	0.05	"#3058e5"	5960
"Grotte Filiestru.Grotte Filiestru"	"Q-3021"	"Grotte Filiestru"	40.41	8.63	7510	"van Willigen 2006"	-0.05	"#FF3300"	4200
"Grotte Filiestru.Grotte Filiestru1"	"Q-3030"	"Grotte Filiestru"	40.41	8.63	4200	"--"	0.05	"#3058e5"	7510
"Grotte Gazel.Grotte Gazel"	"GrN-6702"	"Grotte Gazel"	43.32	2.44	7750	"van Willigen 2006"	-0.05	"#FF3300"	6750
"Grotte Gazel.Grotte Gazel1"	"KN-1265"	"Grotte Gazel"	43.32	2.44	6750	"van Willigen 2006"	0.05	"#3058e5"	7750
